,x,ds
0,12551.5,0
1,13377.041666666699,1
2,15300.625,2
3,15582.75,3
4,15691.75,4
5,15705.833333333301,5
6,14140.125,6
7,11503.291666666699,7
8,11467.833333333301,8
9,12290.791666666699,9
10,14943.166666666699,10
11,15675.375,11
12,15881.916666666699,12
13,15857.833333333301,13
14,15387.125,14
15,14168.75,15
16,15693.833333333301,16
17,15796.541666666699,17
18,15836.208333333301,18
19,15770.0,19
20,15745.291666666699,20
21,14968.666666666699,21
22,13762.208333333301,22
23,15178.541666666699,23
24,15745.666666666699,24
25,15609.416666666699,25
26,15219.833333333301,26
27,15083.333333333301,27
28,14681.708333333301,28
29,13933.75,29
30,15140.041666666699,30
31,15500.958333333301,31
32,15316.291666666699,32
33,15445.125,33
34,15617.458333333301,34
35,15180.666666666699,35
36,15028.583333333301,36
37,15073.875,37
38,15369.75,38
39,15431.958333333301,39
40,15530.666666666699,40
41,15504.458333333301,41
42,15130.458333333301,42
43,13992.791666666699,43
44,15242.458333333301,44
45,15926.25,45
46,15845.791666666699,46
47,15776.458333333301,47
48,15526.125,48
49,15090.166666666699,49
50,13894.041666666699,50
51,15392.25,51
52,15866.166666666699,52
53,16014.166666666699,53
54,16112.666666666699,54
55,15945.458333333301,55
56,15706.333333333301,56
57,14494.416666666699,57
58,15828.833333333301,58
59,16155.75,59
60,16080.958333333301,60
61,15838.25,61
62,15827.041666666699,62
63,15384.791666666699,63
64,14153.666666666699,64
65,15647.958333333301,65
66,15765.125,66
67,15682.208333333301,67
68,15683.791666666699,68
69,15578.166666666699,69
70,15205.958333333301,70
71,13996.25,71
72,14686.958333333301,72
73,14729.75,73
74,13280.75,74
75,13278.0,75
76,11120.125,76
77,11387.833333333301,77
78,12374.708333333301,78
79,14966.916666666699,79
80,15616.375,80
81,15729.041666666699,81
82,15689.375,82
83,15464.333333333301,83
84,14807.541666666699,84
85,13295.083333333301,85
86,14425.041666666699,86
87,14244.625,87
88,14069.625,88
89,13916.416666666699,89
90,13768.166666666699,90
91,13167.583333333301,91
92,11833.541666666699,92
93,13013.541666666699,93
94,13194.125,94
95,12731.291666666699,95
96,13099.916666666699,96
97,13613.958333333301,97
98,13831.875,98
99,12736.166666666699,99
100,14042.333333333301,100
101,14609.5,101
