TBATS,STFL,PROPHET,PROPHETDEF,TEST,TBATS_UPPER_95%,STFL_UPPER_95%,PROPHET_UPPER_95%,PROPHETDEF_UPPER_95%
74.9546505217395,65.5795610392403,80.74853092279122,81.83826488295327,65,97.1875611436458,88.4734384452088,120.84392126540374,123.09435081088013
74.8334944580647,66.9324956279264,81.49923756732062,82.54985189053144,76,98.4018399576948,90.1418121299492,123.70926677156932,122.66583883706345
76.0855205762273,66.1321238801885,83.25019445637707,84.26747384816997,81,100.794794384036,89.6526863545369,127.04582911144048,123.828632269716
78.5924998314208,64.2583016889302,85.94102277336248,86.93041117629082,65,104.390352569549,88.0860813325077,125.79570578513264,125.01358569459259
81.8555238805545,68.1465225800308,89.50856757889053,90.4751591275072,78,108.78517048138,92.2776444685386,127.9361099736154,130.58454016405761
85.6923268982509,71.6966667021792,93.88733053577647,94.83586299175002,80,113.822908928437,96.1274002540517,132.49894730685276,133.5485272640314
90.0374414910268,70.1294568704697,99.0099080341233,99.94475866338354,88,119.445227543369,94.8562071180068,138.88183203943584,141.84665289821262
94.8671288229075,84.7201107870209,104.80743171506131,105.7326155517645,82,125.628801598617,109.739410368944,145.3163119858573,146.20078143664992
100.170481167725,84.3560118122745,111.21000866985443,112.12917909858876,85,132.360053569126,109.664513612815,152.39811747218724,153.5691190375243
105.93798373014,93.9248356401638,118.14715840571182,119.06360997911207,118,139.624987867223,119.519306009083,156.95188327853305,158.99410919923187
112.156780744961,115.448389845206,125.54824380508313,126.4649172002392,123,147.404966791607,141.3257023411,164.45298465989453,166.39375437030625
118.808583591894,119.795184799634,133.34289342914548,134.26238243467802,142,155.674870374786,145.952314405722,173.2692108477648,174.73137486883397
125.868689510612,135.437377598324,141.46141258656374,142.3859730013202,149,164.402285460765,161.871395365806,180.95499616779762,181.94886912150162
133.305541024011,142.950844059424,149.8351805405865,150.7667408536732,178,173.547217266287,169.658912138631,187.6402601876958,190.92206518717293
141.080619921747,136.631446247858,158.3970317064206,159.33720542068022,174,183.062138288753,163.610813271815,197.83397730185257,200.58565161978623
149.148604165253,138.885272038269,167.08161841630644,168.03171786841529,174,192.892307753509,166.133268827184,208.5054573159954,208.62223975783837
157.457762164331,153.526154727879,175.82575332972536,176.78680485439912,191,202.976334574428,181.040190286432,213.87290115867546,212.0844307491696
165.950570735257,167.242384909684,184.56872956351415,185.54148984361404,216,213.246966266211,195.019942691948,223.48357930469007,224.59127724161237
174.564541782633,176.060374997976,193.2526167219229,194.23759016177897,223,223.632084236244,204.099009417388,235.58001748861503,231.9829553035777
183.233236766303,155.514371704686,201.82253148506712,202.8199884426571,245,234.055879932316,183.811704868795,241.15355874277864,242.02051727849872
191.887440839075,195.543364579147,210.2268812974058,211.23687700846767,224,244.440179583731,224.097083230843,248.53016160688063,248.46598247891393
200.456461769558,190.232243723124,218.41758005889542,219.4399740860803,249,254.705879170667,219.040096371876,257.4525954580386,258.70856746231044
208.869513207759,228.222109994689,226.35023493467733,227.38471097633567,242,264.774446494893,257.281904222873,265.0083705230539,266.35588314269665
217.057137958893,240.415630615548,233.98430361263726,235.03038950764537,270,274.569444174941,269.72523054637,274.0395213358628,275.82293628539713
224.952624949961,248.180392363898,241.2832214387958,242.34030920690395,308,284.018026232405,277.737716278647,279.45819840099887,279.5359914176191
232.493373606731,258.194383530861,248.21449828868418,249.28186405144578,289,293.052361723241,287.99740162437,287.9895663066553,289.7019652210598
239.622161387669,256.638823457061,254.74978507851245,255.82660871044192,279,301.61094154109,286.685555721231,292.3684298320763,293.67649950704083
246.288274120627,282.326805970394,260.8649100386043,261.95029440527907,295,309.639728929114,312.615320196542,299.5231874830989,301.62393237789473
252.448464337955,275.534153566793,266.5398852524965,267.63287490008173,323,317.093120154031,306.062563458377,305.82041830693703,309.4522124003876
258.067709707618,274.449105799826,271.7588839667394,272.8584831356058,365,323.934688928552,305.215569187835,311.350188688448,312.72717758993736
263.119751553047,272.524602688161,276.5101894766793,277.61537932120075,361,330.137696175836,303.5273198421,317.02795088308847,314.6289858384149
267.587401945261,271.85036688419,280.7861165927422,281.8958714994072,337,335.685355241581,303.087578912172,323.047555887931,323.2002862857972
271.462616523335,271.850965953565,284.58290681959403,285.6962097259237,373,340.570851293491,303.320953285554,324.7823481217724,326.48527000555316
274.746338646531,286.229040212555,287.90059860785095,289.01645523608244,355,344.797122028614,317.930121161298,327.48648582998976,329.31044691302145
277.448128324772,273.673411139279,290.7428741517614,291.86032608264134,339,348.376414585104,305.60394053387,332.84416072400074,329.37659061518923
279.585596283243,287.121006007849,293.1168843622379,294.2350208861235,362,351.329640415736,319.279373895292,332.9478201645165,333.42423461838905
281.18366922515,292.379669086165,295.03305379320625,296.1510224879668,380,353.685555570581,324.764299496636,335.5585448739606,334.1044500463322
282.273716673414,288.63031984468,296.50486740363084,297.62188340102466,359,355.479798166193,321.239669616534,336.9019321992816,337.9265107100713
282.892572588766,273.732258474275,297.5486411243353,298.6639950387857,391,356.753817673528,306.56481613513,338.2177461488112,338.66802284851263
283.081486253988,276.849225586653,298.1832783132495,299.2963428192433,339,357.55373199947,309.903510287155,338.80536927694317,338.7563867790097
282.885036737957,280.84762096893,298.4300142180391,299.54024927443527,361,357.929148207441,314.122181466056,336.9922053980313,339.01096372004577
282.350043737031,275.940803108209,298.31215064643493,299.4191073777043,356,357.931981233735,309.434216795187,339.0053168926595,340.2525104465089
281.524504923739,281.672960452493,297.8547830631604,298.95810631914543,356,357.615302282872,315.383832432619,334.3573249225523,339.272253750604
280.456586347162,278.047256309398,297.08452232463264,298.18395195115295,354,357.032244952221,311.974218511246,337.772236665609,336.76293907061245
279.193688187108,279.111301166733,296.02921334199357,297.1245842055685,356,356.234992800964,313.253011498395,336.8631046228131,339.58518317206324
277.781603536335,304.83375133854,294.7176528244247,295.8088936436682,376,355.273867314374,339.188892878711,332.8335789748728,334.5266732390016
276.26378313537,284.083823674075,293.1793083520715,294.26643939807724,339,354.196530291156,318.651103897958,333.75887395129047,330.7773727850592
