TBATS,STFL,PROPHET,PROPHETDEF,TEST,TBATS_UPPER_95%,STFL_UPPER_95%,PROPHET_UPPER_95%,PROPHETDEF_UPPER_95%
215.133487655635,204.440189973358,233.13550670819234,234.2507798665854,198,250.3536979603,226.362116072577,273.5914785928514,276.51373812560627
215.469514462451,212.181216132296,233.3789890804299,234.49615468790137,246,252.663560675222,234.364874528872,277.41840043658806,274.42280373236713
215.807490166316,217.478213628714,233.54300031350567,234.6620616517776,228,255.007331915335,239.920577652107,273.9554114602079,275.4244965660376
216.140222103773,228.847703190198,233.61259880077762,234.7335572323197,189,257.385828319298,251.545849663448,276.56151619912794,279.66126484349746
216.462091257099,211.692157740292,233.5737544228797,234.69660951954637,214,259.797136220143,234.643261222649,274.8758227590848,276.97425751143885
216.768838056062,206.805357079035,233.41347466061848,234.53822435186856,211,262.236714671469,230.006684547152,278.0203398399662,275.5811456579485
217.057196966219,216.240184513822,233.1199178510043,234.24655859127267,216,264.697378408286,239.68909043947,275.94928287787343,275.63245551997215
217.324407812361,204.159229422157,232.68249274436258,233.81101969892234,214,267.169224325752,227.853151209257,274.06877277469243,272.5749242210918
217.567639614975,194.483343084673,232.09194361684195,233.22235086532288,199,269.639546522857,218.419796832604,270.3959512993403,271.836622726464
217.783368395279,198.87356293322,231.34042036766564,232.4727011241651,215,272.092771393935,223.050139497009,276.19697002742214,276.89671662772275
217.966753675689,217.066681667611,230.42153320286099,231.55568005136087,213,274.510435016337,241.48104298879,274.24778782692977,272.29741546928045
218.111059180442,203.872549333706,229.33039156316545,230.4663967067893,209,276.871219489646,228.522425018381,275.6165096760213,275.9994817460505
218.207161576855,192.092580870978,228.06362723730643,229.20148275973384,205,279.15106195686,216.975764994105,269.57951980052604,274.29813543109134
218.24318713891,206.625769694556,226.6194016221034,227.75909975928403,205,281.323348635046,231.74011781155,269.0902070760705,267.8368513703708
218.204310165264,198.343562019949,224.99739736212723,226.13893078222029,221,283.359205189383,223.686988368661,268.4419529890237,266.58141990098534
218.072739076059,200.777609190779,223.1987946657638,224.3421567550896,227,285.227893284183,226.348084068506,264.49241134192494,270.4586426117379
217.827906601374,201.621858986374,221.22623273007838,222.37141788271592,199,286.897320496482,227.4174062881,262.75971355174124,262.70762967808577
217.446869649274,192.01052248661,219.08375699002679,220.2307608984912,210,288.334666623667,218.029217391924,262.78487686784297,263.39624110719086
216.904912659919,203.712257290932,216.77675281801788,217.92557276239972,179,289.507123651695,229.952224088312,254.71092357320734,259.17979712693574
216.176335972253,206.116884157418,214.31186655744438,215.46250169026405,211,290.382739390133,232.576294195528,255.66706445207953,256.43001584758673
215.235398537939,199.849646081727,211.6969149667647,212.84936659065667,219,290.931346339516,226.526715838392,254.38265959623354,252.6008522665379
214.057372932433,195.257547132938,208.94078407273201,210.09505590807711,236,291.125548245807,222.150536393209,248.8549489171947,252.73391130495799
212.619660859945,191.980103494415,206.05331857249936,207.2094170120772,243,290.941727722537,219.087313629954,250.27713088145532,249.35941051620392
210.902910095347,192.227180553269,203.04520326092137,204.20313760855367,207,290.361030173096,219.546952895914,245.9009539370678,246.29825347176887
208.892069869862,185.737455248607,199.92783758352982,201.08762027380766,192,289.37027304924,213.268169551588,244.07858508311287,242.42323174952742
206.577321746033,184.904306601644,196.71320487158448,197.87485166772947,223,287.9627263017,212.64437958247,237.56476804180832,237.432522186392
203.954827425276,188.891015997829,193.41373770547438,194.57726787244195,234,286.138710670729,216.838899957369,236.30131548648117,236.37896884880797
201.027243707108,183.542185544499,190.04218076217214,191.20761721225193,192,283.905965893009,211.696367057192,231.1720833469903,235.71449730752778
197.803967572186,190.052692415112,186.611452877691,187.77882228588047,194,281.279751157425,218.411691085679,227.75784184719913,229.0306643825257
194.301090269205,177.363877333706,183.13450966296278,184.30384254958085,188,278.282654806746,205.92624461607,226.26928139443538,224.95883368871392
190.54105716109,172.782831605597,179.62420818523276,180.79553896340988,183,274.944108282333,201.547149680086,222.24197178842337,221.15585729323428
186.55204848707,167.956064515753,176.09317530560554,177.2665422914384,157,271.299618995697,196.920945220924,219.38322037106755,219.04286344788596
182.367113580238,171.998508778114,172.5536810574735,173.72912644084286,186,267.38975616125,201.162592593829,218.25563511192718,218.11080328581087
178.023105972405,167.26223071042,169.01751840550804,170.19508817983845,183,263.258940539733,196.624185789069,211.15150720837414,208.11188600441366
173.55947798684,159.417347145903,165.49589082736972,166.67563467681228,177,258.954101678904,188.975868388866,208.56989032904806,204.10246507342475
169.017000013603,159.432869731643,161.99930897673087,163.1812801195288,151,254.523273310547,189.186677908326,202.71211192268717,204.75108974233856
164.436471302828,146.824032718298,158.53749744190662,159.72175242904947,175,250.014198538457,176.771873625236,202.28101689021375,202.01934366688891
159.857485922082,140.769053213944,155.11931287847725,156.30591134700845,156,245.473011607503,170.909696871677,196.47828177747073,198.17793141522594
155.317310094525,147.381682005883,151.7526743591877,152.9416787398601,148,240.94305337012,177.713921891436,190.02394836172303,191.8445768790002
150.849916426773,137.964628364723,148.4445068323275,149.6359820116695,138,236.463864551073,168.487280677694,191.0916165623209,191.50519759925956
146.485207745577,135.64878661662,145.20069835670202,146.39471129389514,154,232.070386255554,166.360689577007,187.5090983647957,188.6536165529147
142.248449664274,129.224597410763,142.02607183850654,143.22269113779055,152,227.79238250101,160.124610586784,183.35245932475348,186.59054827367638
138.159917789488,138.351098023376,138.92437148488364,140.12366692465613,143,223.654086212742,169.438101687659,183.63412041821746,182.50975615589124
134.234753645184,122.325441856728,135.89826453359262,137.10030655363244,136,219.674059006312,153.598336369343,174.50845080350754,179.4443648739747
130.483013631524,124.737128247159,132.9493581980318,134.15421734672464,134,215.865246613579,156.194833464085,175.81981771314392,175.3428383948663
126.90988801781,127.79392557106,130.07823194021432,131.28597828398705,115,212.235206000578,159.43538027673,173.4261126016097,178.85362312344088
123.516062147178,115.925314568578,127.28448492238059,128.49518741989266,140,208.786476767667,147.749475931284,171.96722431787288,170.35107700371137
120.298189505311,107.830381221683,124.56679825769811,125.78052410171861,107,205.517067830257,139.836224270653,168.27148627890693,167.5334812583946
117.249445706352,112.057828302471,121.9230116639547,123.13982559418713,122,202.421030119556,144.244345425527,165.66833696834536,167.23596902305536
114.360133331237,100.556788401984,119.35021389860051,120.57017748902021,126,199.489086646824,132.922988862747,162.44528364602024,162.8565476385704
111.618309483611,106.040508815738,116.84484621290272,118.06801713750181,119,196.709292406554,138.585418289427,163.22418865313315,160.77440777480294
109.010410548947,111.736984607887,114.40281794917598,115.62924923030744,124,194.067698087126,144.45964473478,156.52523766182392,156.98181146346278
106.521851706301,113.381051929216,112.01963325652042,113.24937250025727,126,191.548993408189,146.280519884937,157.04636927641872,155.64012044589887
104.137582114383,107.705216392141,109.69052777984163,110.92361640306459,119,189.137108231559,140.780564473956,150.68071131719944,152.12601604940704
101.84258032694,96.2831607587203,107.41061404991206,108.64708650402869,105,186.815752576142,129.533475987088,151.273746130693,149.7340092229137
99.6222783849488,99.1690286186711,105.17503421168914,106.41491720807926,91,184.56888047072,132.593412353334,147.8207788649524,149.7183312649187
97.4629071815072,107.596083206645,102.97911865266465,104.22243039509263,124,182.381067276796,141.193650776579,145.2279314123924,145.39920891693794
95.3517600533099,94.3986070484728,100.81854893534287,102.06529836474624,97,180.237795638231,128.168487395066,142.44160736434128,142.05942437444764
93.2773760053592,91.1835780475403,98.68952348543485,99.93970954253055,99,178.125651325752,125.124913380399,143.22169259024153,141.43416104358542
91.2296483329587,86.7021700950717,96.58892429863425,97.8425352098908,79,176.032436540057,120.814115559877,139.99331240935433,140.12697289291347
89.1998684148601,88.7562860096108,94.51448299337142,95.77149558590656,94,173.947214195606,123.038009367499,136.9306226065266,136.88070565870754
87.1807178282176,87.892003735274,92.46494447782476,93.72532352872952,97,171.86030175671,122.342685053225,135.80579923301403,134.3397929779564
85.1662243986436,84.4745222196064,90.44022643746837,91.70392406306723,94,169.763236800754,119.093353571359,132.81251942981882,132.83895204370975
83.151699109644,85.740471939971,88.44157290860034,89.70852799903207,81,167.648738217094,120.526657117019,130.75337523693372,128.78630792552875
81.1336707950608,71.0457228034581,86.47170024281974,87.74183794717402,101,165.510686568344,105.998477035677,132.03824686359556,127.89552283834256
