TBATS,STFL,PROPHET,PROPHETDEF,TEST,TBATS_UPPER_95%,STFL_UPPER_95%,PROPHET_UPPER_95%,PROPHETDEF_UPPER_95%
118.944130141696,133.704729582131,123.36173353897743,125.48058394636081,130,149.703350939524,157.540441516046,162.78599057463947,163.46043011223676
114.727024634214,130.248087055883,120.12298560142199,122.23735697621649,144,146.399635787439,154.407111720806,161.98951177461888,159.49269636504036
112.444276531325,112.300658203729,116.96246762383515,119.07336327106358,131,144.720945552297,136.778725572786,155.06446265269554,156.86684713766007
109.521435145286,106.95553003334,113.88002941796788,115.98860947564143,131,142.123784853056,131.748534923587,154.05419537090097,154.80781057600316
106.69552155441,108.142112329626,110.87471372977407,112.98228424369151,122,139.623429365614,133.246104061053,146.47800364483453,151.01013888650746
103.903760064202,109.080179057571,107.94484321205456,110.05284255548838,91,137.17623213992,134.491351998136,147.97580843386768,148.19922238644295
101.192696253009,98.2220286139023,105.08811988861774,107.19810253452161,116,134.835832662881,123.936713515317,142.65630448483412,144.62734112837774
98.5561731972434,108.261150126515,102.30173623795321,104.41535391521924,133,132.588109352816,134.275806167731,141.71041620816789,141.5480840887069
95.9855441691888,105.98873906161,99.58249685986638,101.70147714993587,115,130.416611226975,132.299946527375,135.88335304287583,139.17193397825565
93.4682221764525,92.6806817714169,96.92694956775995,99.05307202217355,106,128.30264760163,119.285135302175,131.91233942668578,135.5842474357061
90.9929453109443,100.228670466411,94.33152467532881,96.46659455909534,114,126.231077640589,127.123172823473,131.37248316200902,133.66255843478461
88.5513059743697,100.289589192424,91.79268110821255,93.93850089876435,92,124.191250168635,127.471045488909,131.64942685998267,132.83117872380788
86.1387072146871,87.4012788981866,89.30705791193634,91.46539670583755,102,122.177384063855,114.866691251936,122.2646758432953,127.47025407374993
83.7545999366498,87.6880828505508,86.87162961071289,89.04419061484217,105,120.188363588642,115.434545420133,122.1055328339895,126.94183844269882
81.4023065852495,80.6223703762909,84.48386386648104,86.67225017099199,105,118.227282425419,108.647064745525,121.43188772459662,123.01529730761993
79.0885241718936,86.5332978406478,82.1418797690556,84.34755862145704,100,116.300783378008,114.833488720794,120.42871063063805,125.6530529358632
76.8225924050257,87.7263758979215,79.84460513849837,82.06887095705304,103,114.418237267403,116.299407119975,117.86062215385742,117.2126171510548
74.6155956811127,78.3681228848802,77.59193106555898,79.8358674495422,97,112.590798553277,107.211413657263,119.51227115709351,119.84352050459488
72.479367483513,83.5903925117032,75.3848621028203,77.64930311206001,81,110.830386797885,112.701433921174,113.77298274391639,115.72732837166147
70.4254668304406,76.2456634297442,73.22566028357352,75.51115127673017,106,109.148652369586,105.622015165582,113.51990350441173,114.45849146420748
68.4641969272965,79.7609169993449,71.1179813907753,73.42473972305021,97,107.555990413484,109.400204282804,111.9833135697728,111.27937079138759
66.6037339944922,76.0296179769656,69.06700183529864,71.3948777271948,85,106.060667863842,105.929528679761,109.68533404730643,109.8547549667657
64.8494287325554,71.8203189580351,67.07953450808861,69.4279724064113,97,104.668124358771,101.978600895157,104.39611197540151,109.32844555754885
63.2033339378649,74.1019539507083,65.16413211803444,67.53213287614489,89,103.380499799958,104.516412334225,105.5889826587557,106.98930501933344
61.6639996793728,69.0812343528131,63.33117662542537,65.71726083298472,85,102.19642961451,99.7497293945719,105.4357079701618,107.4349160187489
60.2265627253937,71.4555641895785,61.592953368477936,63.99512616341633,85,101.111134257436,102.376008841784,98.085072737356,105.17477865978675
58.88314028744,72.0128782926852,59.9637086187692,62.379426313589704,79,100.11681296668,103.183236116327,97.68403303686338,97.7561479054434
57.6235204665081,64.2625830178389,58.45968960199576,60.88582845062621,75,99.2033341447304,95.6808661698129,98.66950265130691,101.50676912199688
56.4361239616417,64.0172579520147,57.09916580469951,59.53199323290272,65,98.3591969345858,95.6815252825776,98.93990096314008,96.75363130899751
55.3091945718824,61.2604946575288,55.90243087461056,58.337579486122706,72,97.5727215372559,93.168849910426,95.13043809384249,96.31810161247631
54.2321607087551,59.9573068737609,54.891784363212594,57.324229023166254,74,96.8334105070459,92.1078969820129,94.42630201755732,96.2623127752823
53.1970973852211,62.3263970764272,54.09149269760536,56.51553098245029,87,96.1334105101423,94.7174105473356,92.88507335567014,93.9381807650105
52.200208692693,58.5206252066292,53.52772920367266,55.93696548766599,70,95.4689945768581,91.1502905900853,93.17134207661917,95.52451147467495
51.243245201848,55.6518016174025,53.2284927974336,55.615826229959964,86,94.841979300326,88.5183860520536,90.42159744816999,94.10219958277166
50.3347694229697,58.2846862482491,53.2235053768498,55.58112198342786,64,94.2609901320761,91.386494080508,91.41607787238512,92.32436003760873
49.4911856275948,51.3345288090982,53.54408814223763,55.86345725790056,65,93.7424910881385,84.6699002803678,90.09821454698285,94.41328361242284
48.7374579354238,58.4432466244349,54.223017101216385,56.494892321292014,59,93.3115027782786,92.0105566222777,90.39032449172615,96.50818292848909
48.10745235643,57.0442997765075,55.2943582380409,57.5087830451522,55,93.0019444535184,90.8419566458086,94.91645719774598,99.20766494115097
47.6438539818616,44.4656449639404,56.79328318961143,58.939601385317644,66,92.856551267339,78.4920893744097,94.59091052630066,99.87344780070336
47.397629079038,59.9282040962941,51.26533310924634,53.90320439645848,79,92.9263365037273,94.18190796292,90.09337317949863,91.71889900105775
47.4270226379925,47.1888517026977,49.94684875607027,52.68461441816271,69,93.2695893151677,81.6683171560112,90.01399416231247,92.29162253498835
47.7961039901644,43.0660042329339,49.762751037118676,52.58818314934848,71,93.9504205829782,77.7697626361671,88.07757041774013,91.88661719363033
48.5728954344639,48.2811494207559,50.65862982664402,53.56017213314908,64,95.0368918251445,83.2077604311835,89.94427074962536,90.44845873041014
49.8271402940766,41.6685039770417,52.57632110374186,55.543110481719395,76,96.5987835630658,76.8165546489846,91.03630071564817,92.64099175774754
51.6277864356152,43.3179588936773,55.45432618210651,58.47620906504068,79,98.7050791657315,78.6860628208206,91.69159645889535,96.6510687223878
54.0402780263738,51.6096648886893,59.228242992914545,62.29578681319538,65,101.42125693355,87.1964613835263,93.67589181433617,101.75960057287014
57.1237613181326,54.4592118369937,63.831206576651425,66.93570632036875,72,104.806496196974,90.2633651453556,105.9938370054386,105.72364303452679
60.9283188201398,60.0963821633853,69.1943357932891,72.32781578943275,67,108.910911780155,96.11658071215,109.78032221036128,110.9756824508951
65.4923498490586,53.8287223428983,75.2471833309242,78.40239442768052,75,113.772934806486,90.0636780190981,113.21249359254998,116.10026652421129
70.840213832977,63.123767451742,81.91818611024559,85.08859841745962,101,119.416956214208,99.5722149114063,119.59442766547592,125.66823161937876
76.9802458537254,66.8495365653087,89.13511309616263,92.31490449929353,115,125.85134245977,103.510232570481,129.19541781215435,130.77389889647588
83.9032419363305,89.5326061393139,96.82550777889256,100.00954845375523,109,133.066920913848,126.404328921785,135.5393838002414,139.9359028683193
91.5814949758033,97.5804135740135,104.91712251742925,108.10095569472767,114,141.036015839056,134.661962224402,144.39309931130836,145.86031291903834
99.9684415910397,97.4302197496414,113.33834199588779,116.51816124737044,122,149.712095240698,134.720413630538,152.8139037698112,155.4124084547235
108.998956468501,117.113970191083,122.01859329402208,125.19121662551865,132,159.030065157366,154.611648373053,160.576613267977,161.19113158749565
118.590304915556,111.38251314916,130.8887401188632,134.05158117207702,145,168.907222117711,149.086533868472,169.98485747881645,171.2151966147861
128.643737506274,125.044719754368,139.88145880101507,143.03249547799794,128,179.244847654535,162.953959891386,181.09199163453502,182.55797384988972
139.046684051854,127.355246332457,148.93159399105392,152.06933482428872,148,189.930402118173,165.468600909689,190.63812639156546,194.46364538004985
149.675478849427,137.205927827663,157.97649206217264,161.09994065950207,153,200.84024975362,175.522309526534,195.95916558111057,199.9751824749259
