,x,ds
0,111,2003-03-03 07:00:00
1,113,2003-03-03 07:05:00
2,76,2003-03-03 07:10:00
3,82,2003-03-03 07:15:00
4,91,2003-03-03 07:20:00
5,87,2003-03-03 07:25:00
6,75,2003-03-03 07:30:00
7,89,2003-03-03 07:35:00
8,99,2003-03-03 07:40:00
9,125,2003-03-03 07:45:00
10,99,2003-03-03 07:50:00
11,122,2003-03-03 07:55:00
12,171,2003-03-03 08:00:00
13,159,2003-03-03 08:05:00
14,186,2003-03-03 08:10:00
15,175,2003-03-03 08:15:00
16,168,2003-03-03 08:20:00
17,191,2003-03-03 08:25:00
18,224,2003-03-03 08:30:00
19,212,2003-03-03 08:35:00
20,207,2003-03-03 08:40:00
21,219,2003-03-03 08:45:00
22,243,2003-03-03 08:50:00
23,266,2003-03-03 08:55:00
24,286,2003-03-03 09:00:00
25,378,2003-03-03 09:05:00
26,344,2003-03-03 09:10:00
27,366,2003-03-03 09:15:00
28,364,2003-03-03 09:20:00
29,335,2003-03-03 09:25:00
30,350,2003-03-03 09:30:00
31,372,2003-03-03 09:35:00
32,372,2003-03-03 09:40:00
33,398,2003-03-03 09:45:00
34,382,2003-03-03 09:50:00
35,382,2003-03-03 09:55:00
36,387,2003-03-03 10:00:00
37,378,2003-03-03 10:05:00
38,358,2003-03-03 10:10:00
39,389,2003-03-03 10:15:00
40,357,2003-03-03 10:20:00
41,369,2003-03-03 10:25:00
42,367,2003-03-03 10:30:00
43,385,2003-03-03 10:35:00
44,383,2003-03-03 10:40:00
45,389,2003-03-03 10:45:00
46,350,2003-03-03 10:50:00
47,398,2003-03-03 10:55:00
48,352,2003-03-03 11:00:00
49,355,2003-03-03 11:05:00
50,369,2003-03-03 11:10:00
51,362,2003-03-03 11:15:00
52,357,2003-03-03 11:20:00
53,361,2003-03-03 11:25:00
54,369,2003-03-03 11:30:00
55,333,2003-03-03 11:35:00
56,330,2003-03-03 11:40:00
57,367,2003-03-03 11:45:00
58,352,2003-03-03 11:50:00
59,322,2003-03-03 11:55:00
60,333,2003-03-03 12:00:00
61,322,2003-03-03 12:05:00
62,328,2003-03-03 12:10:00
63,340,2003-03-03 12:15:00
64,354,2003-03-03 12:20:00
65,337,2003-03-03 12:25:00
66,332,2003-03-03 12:30:00
67,350,2003-03-03 12:35:00
68,318,2003-03-03 12:40:00
69,331,2003-03-03 12:45:00
70,333,2003-03-03 12:50:00
71,341,2003-03-03 12:55:00
72,337,2003-03-03 13:00:00
73,303,2003-03-03 13:05:00
74,305,2003-03-03 13:10:00
75,300,2003-03-03 13:15:00
76,307,2003-03-03 13:20:00
77,305,2003-03-03 13:25:00
78,317,2003-03-03 13:30:00
79,325,2003-03-03 13:35:00
80,322,2003-03-03 13:40:00
81,315,2003-03-03 13:45:00
82,309,2003-03-03 13:50:00
83,317,2003-03-03 13:55:00
84,309,2003-03-03 14:00:00
85,310,2003-03-03 14:05:00
86,311,2003-03-03 14:10:00
87,289,2003-03-03 14:15:00
88,340,2003-03-03 14:20:00
89,303,2003-03-03 14:25:00
90,316,2003-03-03 14:30:00
91,320,2003-03-03 14:35:00
92,295,2003-03-03 14:40:00
93,302,2003-03-03 14:45:00
94,320,2003-03-03 14:50:00
95,316,2003-03-03 14:55:00
96,301,2003-03-03 15:00:00
97,307,2003-03-03 15:05:00
98,283,2003-03-03 15:10:00
99,289,2003-03-03 15:15:00
100,289,2003-03-03 15:20:00
101,296,2003-03-03 15:25:00
102,304,2003-03-03 15:30:00
103,291,2003-03-03 15:35:00
104,285,2003-03-03 15:40:00
105,282,2003-03-03 15:45:00
106,275,2003-03-03 15:50:00
107,296,2003-03-03 15:55:00
108,317,2003-03-03 16:00:00
109,267,2003-03-03 16:05:00
110,294,2003-03-03 16:10:00
111,286,2003-03-03 16:15:00
112,266,2003-03-03 16:20:00
113,268,2003-03-03 16:25:00
114,241,2003-03-03 16:30:00
115,262,2003-03-03 16:35:00
116,254,2003-03-03 16:40:00
117,242,2003-03-03 16:45:00
118,254,2003-03-03 16:50:00
119,250,2003-03-03 16:55:00
120,225,2003-03-03 17:00:00
121,232,2003-03-03 17:05:00
122,199,2003-03-03 17:10:00
123,179,2003-03-03 17:15:00
124,192,2003-03-03 17:20:00
125,200,2003-03-03 17:25:00
126,185,2003-03-03 17:30:00
127,193,2003-03-03 17:35:00
128,188,2003-03-03 17:40:00
129,160,2003-03-03 17:45:00
130,144,2003-03-03 17:50:00
131,161,2003-03-03 17:55:00
132,169,2003-03-03 18:00:00
133,141,2003-03-03 18:05:00
134,150,2003-03-03 18:10:00
135,138,2003-03-03 18:15:00
136,146,2003-03-03 18:20:00
137,122,2003-03-03 18:25:00
138,135,2003-03-03 18:30:00
139,130,2003-03-03 18:35:00
140,127,2003-03-03 18:40:00
141,134,2003-03-03 18:45:00
142,124,2003-03-03 18:50:00
143,123,2003-03-03 18:55:00
144,120,2003-03-03 19:00:00
145,123,2003-03-03 19:05:00
146,110,2003-03-03 19:10:00
147,121,2003-03-03 19:15:00
148,118,2003-03-03 19:20:00
149,127,2003-03-03 19:25:00
150,116,2003-03-03 19:30:00
151,106,2003-03-03 19:35:00
152,102,2003-03-03 19:40:00
153,78,2003-03-03 19:45:00
154,108,2003-03-03 19:50:00
155,109,2003-03-03 19:55:00
156,119,2003-03-03 20:00:00
157,98,2003-03-03 20:05:00
158,99,2003-03-03 20:10:00
159,79,2003-03-03 20:15:00
160,86,2003-03-03 20:20:00
161,84,2003-03-03 20:25:00
162,87,2003-03-03 20:30:00
163,83,2003-03-03 20:35:00
164,93,2003-03-03 20:40:00
165,82,2003-03-03 20:45:00
166,86,2003-03-03 20:50:00
167,78,2003-03-03 20:55:00
168,79,2003-03-03 21:00:00
169,108,2003-03-04 07:00:00
170,83,2003-03-04 07:05:00
171,74,2003-03-04 07:10:00
172,67,2003-03-04 07:15:00
173,67,2003-03-04 07:20:00
174,65,2003-03-04 07:25:00
175,82,2003-03-04 07:30:00
176,91,2003-03-04 07:35:00
177,96,2003-03-04 07:40:00
178,84,2003-03-04 07:45:00
179,115,2003-03-04 07:50:00
180,113,2003-03-04 07:55:00
181,138,2003-03-04 08:00:00
182,122,2003-03-04 08:05:00
183,139,2003-03-04 08:10:00
184,166,2003-03-04 08:15:00
185,158,2003-03-04 08:20:00
186,154,2003-03-04 08:25:00
187,171,2003-03-04 08:30:00
188,174,2003-03-04 08:35:00
189,183,2003-03-04 08:40:00
190,206,2003-03-04 08:45:00
191,236,2003-03-04 08:50:00
192,193,2003-03-04 08:55:00
193,281,2003-03-04 09:00:00
194,282,2003-03-04 09:05:00
195,304,2003-03-04 09:10:00
196,292,2003-03-04 09:15:00
197,284,2003-03-04 09:20:00
198,297,2003-03-04 09:25:00
199,341,2003-03-04 09:30:00
200,309,2003-03-04 09:35:00
201,321,2003-03-04 09:40:00
202,315,2003-03-04 09:45:00
203,333,2003-03-04 09:50:00
204,313,2003-03-04 09:55:00
205,327,2003-03-04 10:00:00
206,341,2003-03-04 10:05:00
207,331,2003-03-04 10:10:00
208,299,2003-03-04 10:15:00
209,304,2003-03-04 10:20:00
210,316,2003-03-04 10:25:00
211,308,2003-03-04 10:30:00
212,305,2003-03-04 10:35:00
213,307,2003-03-04 10:40:00
214,296,2003-03-04 10:45:00
215,314,2003-03-04 10:50:00
216,306,2003-03-04 10:55:00
217,326,2003-03-04 11:00:00
218,281,2003-03-04 11:05:00
219,282,2003-03-04 11:10:00
220,296,2003-03-04 11:15:00
221,293,2003-03-04 11:20:00
222,309,2003-03-04 11:25:00
223,312,2003-03-04 11:30:00
224,323,2003-03-04 11:35:00
225,289,2003-03-04 11:40:00
226,259,2003-03-04 11:45:00
227,255,2003-03-04 11:50:00
228,301,2003-03-04 11:55:00
229,285,2003-03-04 12:00:00
230,273,2003-03-04 12:05:00
231,283,2003-03-04 12:10:00
232,280,2003-03-04 12:15:00
233,320,2003-03-04 12:20:00
234,276,2003-03-04 12:25:00
235,323,2003-03-04 12:30:00
236,261,2003-03-04 12:35:00
237,293,2003-03-04 12:40:00
238,261,2003-03-04 12:45:00
239,263,2003-03-04 12:50:00
240,263,2003-03-04 12:55:00
241,258,2003-03-04 13:00:00
242,263,2003-03-04 13:05:00
243,260,2003-03-04 13:10:00
244,283,2003-03-04 13:15:00
245,230,2003-03-04 13:20:00
246,252,2003-03-04 13:25:00
247,251,2003-03-04 13:30:00
248,276,2003-03-04 13:35:00
249,267,2003-03-04 13:40:00
250,283,2003-03-04 13:45:00
251,273,2003-03-04 13:50:00
252,268,2003-03-04 13:55:00
253,259,2003-03-04 14:00:00
254,243,2003-03-04 14:05:00
255,268,2003-03-04 14:10:00
256,257,2003-03-04 14:15:00
257,248,2003-03-04 14:20:00
258,265,2003-03-04 14:25:00
259,267,2003-03-04 14:30:00
260,232,2003-03-04 14:35:00
261,248,2003-03-04 14:40:00
262,258,2003-03-04 14:45:00
263,266,2003-03-04 14:50:00
264,267,2003-03-04 14:55:00
265,273,2003-03-04 15:00:00
266,271,2003-03-04 15:05:00
267,284,2003-03-04 15:10:00
268,248,2003-03-04 15:15:00
269,249,2003-03-04 15:20:00
270,278,2003-03-04 15:25:00
271,249,2003-03-04 15:30:00
272,249,2003-03-04 15:35:00
273,253,2003-03-04 15:40:00
274,236,2003-03-04 15:45:00
275,239,2003-03-04 15:50:00
276,270,2003-03-04 15:55:00
277,250,2003-03-04 16:00:00
278,213,2003-03-04 16:05:00
279,258,2003-03-04 16:10:00
280,235,2003-03-04 16:15:00
281,212,2003-03-04 16:20:00
282,207,2003-03-04 16:25:00
283,207,2003-03-04 16:30:00
284,209,2003-03-04 16:35:00
285,201,2003-03-04 16:40:00
286,216,2003-03-04 16:45:00
287,180,2003-03-04 16:50:00
288,214,2003-03-04 16:55:00
289,176,2003-03-04 17:00:00
290,165,2003-03-04 17:05:00
291,175,2003-03-04 17:10:00
292,160,2003-03-04 17:15:00
293,151,2003-03-04 17:20:00
294,186,2003-03-04 17:25:00
295,182,2003-03-04 17:30:00
296,158,2003-03-04 17:35:00
297,163,2003-03-04 17:40:00
298,139,2003-03-04 17:45:00
299,139,2003-03-04 17:50:00
300,138,2003-03-04 17:55:00
301,124,2003-03-04 18:00:00
302,121,2003-03-04 18:05:00
303,137,2003-03-04 18:10:00
304,146,2003-03-04 18:15:00
305,131,2003-03-04 18:20:00
306,106,2003-03-04 18:25:00
307,122,2003-03-04 18:30:00
308,119,2003-03-04 18:35:00
309,104,2003-03-04 18:40:00
310,100,2003-03-04 18:45:00
311,112,2003-03-04 18:50:00
312,129,2003-03-04 18:55:00
313,122,2003-03-04 19:00:00
314,93,2003-03-04 19:05:00
315,100,2003-03-04 19:10:00
316,106,2003-03-04 19:15:00
317,102,2003-03-04 19:20:00
318,125,2003-03-04 19:25:00
319,93,2003-03-04 19:30:00
320,89,2003-03-04 19:35:00
321,109,2003-03-04 19:40:00
322,101,2003-03-04 19:45:00
323,90,2003-03-04 19:50:00
324,99,2003-03-04 19:55:00
325,103,2003-03-04 20:00:00
326,80,2003-03-04 20:05:00
327,92,2003-03-04 20:10:00
328,80,2003-03-04 20:15:00
329,80,2003-03-04 20:20:00
330,77,2003-03-04 20:25:00
331,80,2003-03-04 20:30:00
332,71,2003-03-04 20:35:00
333,74,2003-03-04 20:40:00
334,75,2003-03-04 20:45:00
335,63,2003-03-04 20:50:00
336,66,2003-03-04 20:55:00
337,61,2003-03-04 21:00:00
338,88,2003-03-05 07:00:00
339,67,2003-03-05 07:05:00
