TBATS,STFL,PROPHET,PROPHETDEF,TEST,TBATS_UPPER_95%,STFL_UPPER_95%,PROPHET_UPPER_95%,PROPHETDEF_UPPER_95%
248.540563742837,259.378842061196,266.6401999503362,264.2978178270264,257,278.583311256443,283.148167444498,305.17461220885025,302.56687447359434
245.464765666023,250.799878234278,265.4709668290503,263.092745454466,261,276.098730790713,274.816315602447,306.04894944704216,301.8638917294003
242.8484566162,262.265862473838,264.0381350501855,261.62504930532026,237,273.73075076359,286.526894985691,301.4950779784124,298.99755564232885
240.738733524069,270.654661488396,262.37161211258996,259.9250910776457,236,271.691818061723,295.157847673524,302.52184235333306,296.48095564825354
238.946509898211,260.072751602261,260.5017742983879,258.0236683029251,255,269.928896230802,284.815721672667,298.980899824985,296.96637376025245
237.400931416888,262.154783368072,258.45919117456,255.95173443450477,233,268.399806570332,287.135235777646,294.6919780339243,291.95311482394476
236.045208771696,242.869473891164,256.274356877999,253.74012630809625,233,267.057211850226,268.085172122006,292.6922589193915,290.825296341507
234.830892722423,257.398294787207,253.9774301641936,251.41930097833603,252,265.856349125819,282.847064343924,291.113362051831,288.33995010766756
233.714934296153,247.05683124404,251.59798501638778,249.01908373963187,257,264.75593314186,272.736556839007,291.5887577030844,287.1885573566143
232.658467950364,238.470858460286,249.16477349747456,246.5684290190477,226,263.717988281013,264.379481374574,290.3665834840061,285.2352944959182
231.626618297214,236.805476120109,246.7055025489475,244.09519585543342,226,262.707982873015,262.940991726208,286.7824004540526,283.48822792693016
230.588862425403,240.67516456735,244.2466260631149,241.62593927802448,229,261.695361441888,267.035620001174,283.82655992111216,280.5889857195903
229.51963066221,235.339674300956,241.81315359009798,239.18571894138893,244,260.654279629828,261.923166271737,278.48671213016365,277.5215079625863
228.398930015789,236.828944345521,239.42847686869965,236.79792619096446,203,259.564338993362,263.633617073284,277.65304442540224,276.85300538217734
227.212845604341,235.363221070836,237.11421506067757,234.48413041334928,236,258.411173442706,262.38726434205,277.1164683027941,271.3087170232342
225.953827621774,243.589967714309,234.8900796625988,232.26394562640314,220,257.186794545515,270.831615047141,271.1233331745508,269.4906379194478
224.620711608231,240.462238813529,232.77375956566232,230.1549177403781,230,255.889647148769,267.919765724894,269.0267174760078,267.41933381411934
223.21845187735,238.744508306738,230.7808268788268,228.17243307738804,233,254.524360528104,266.41623067399,268.62917078745926,266.34920929936646
221.757574013695,233.383670589059,228.9246637821771,226.32964837422318,222,253.101206246578,261.267943099781,266.5089994438805,260.86105352704436
220.253373451633,234.128650478865,227.21641048473444,224.63744229810902,243,251.635294102611,262.223865162759,268.6785951679296,263.4438234840262
218.724903745141,243.879778302234,225.66493424938383,223.1043883911935,230,250.145553053388,272.184363139608,263.91902506585575,259.16965188616894
217.193810401836,241.803729282132,224.2768193687126,221.73674928460213,238,248.653555278281,270.316146883907,263.0692586037378,259.08719428012415
215.683074140178,230.60758811074,223.0563774993459,220.5384915271083,235,247.182248754338,259.326334465342,263.8640124702249,258.754424118158
214.215731202595,228.908523046971,222.00567799146222,219.51132062183396,218,245.754666924615,257.832126329791,260.4949774365839,257.7960059713077
212.813638067407,231.32975724412,221.12459742947087,218.65473542694644,225,244.392683366507,260.456776685592,257.9814803953293,255.92461147025122
211.496343817714,224.100003035008,220.41088750659918,217.9661009878952,206,243.115875038983,253.429027843648,258.0167501411266,257.4686523722164
210.2801259491,233.719033225108,219.8602602950058,217.44073880850968,218,241.940550069055,263.248681562122,258.0346228148553,255.73771575901054
209.177235064324,223.461765028862,219.4664897453665,217.0720333371579,217,240.878985629859,253.190683031199,258.0639223651355,255.5973296115595
208.195381360097,228.282079205735,219.22152820585546,216.85155340488564,211,239.938908885886,258.208940054672,256.8385326504991,254.60611726526446
207.337481793028,219.877576915597,219.11563662377023,216.76918722444555,238,239.123239948045,250.001079948172,260.3208020407024,253.69940284385947
206.601672106332,221.421376725419,219.13752696191005,216.81328942998022,232,238.430101063446,251.740246586209,257.5092421420334,256.35326923727627
205.981573308318,219.030464546692,219.2745153235183,216.97083860156903,211,237.853081653476,249.543450377604,261.05641809593664,256.46179027290583
205.466788496285,211.261331096132,219.5126842517821,217.22760369549974,220,237.381735081591,241.967205762055,258.1362945981506,254.59521593608702
205.04359383117,214.240065701978,219.8370525014977,217.56831763151854,224,237.002270894428,245.137625050271,256.61863284275535,252.41444419372297
204.695777607629,215.949544809331,220.23175061316783,217.97685632745845,225,236.698396358618,247.037606961277,257.64159284150475,256.1973416201133
204.405574222167,225.770818568155,220.68020069017393,218.4364215483389,243,236.45225390902,257.048223240621,259.6041406498438,257.26380149168017
204.15463575889,229.976146198726,221.16529855462937,218.92972570952395,247,236.245396980846,261.441754054402,258.96619277252205,257.9271367798039
203.924983062231,217.985330215144,221.6695966562965,219.43917698296517,206,236.05974580103,249.638022239822,260.06896240132676,260.7206501627729
203.699880549307,239.410583660237,222.17548604343273,219.94706299197736,213,235.878467071001,271.249260565709,260.0350398135978,257.03283219077997
203.464584460809,216.051784657744,222.66537575934922,220.4357314402909,216,235.686726917447,248.075366308974,262.26690833886767,260.47255868759856
203.206922427016,219.080430830307,223.1218680352546,220.88776603299044,243,235.472274689435,251.287855695622,261.8815310322954,259.5539948357202
202.917672661765,205.875661017699,223.52792782354067,221.2861562264778,213,235.225825663554,238.265885640829,262.0729195399298,257.9166081325248
202.590723202921,229.138631264671,223.86704513103223,221.61445926435073,230,234.941222889112,261.71062975753,262.19077708188314,262.89645531426885
202.223004720434,227.020746753989,224.12338884609227,221.85695319605713,241,234.615371582262,259.773510309157,260.8305775169177,260.04342945920524
201.814203791112,217.264567619976,224.28195074735106,221.99877957496238,219,234.247952931765,250.19710404192,260.69830290014886,259.7310008305565
201.366276462044,229.094446164366,224.32867854634907,222.02607470121114,217,233.84093717125,262.205779418475,260.8987331252695,260.44868348234905
200.882793689315,213.344112908428,224.25059690745374,221.92608837193964,211,233.397927594522,246.633282687,265.5060155902106,260.2469015326331
200.368160207897,225.170224370364,224.0359155220376,221.68728923930377,194,232.923377200955,258.636285674744,261.9553683526209,260.4846530610295
199.82675602316,215.142326493642,223.6741234467608,221.29945601482456,241,232.421727317324,248.784349231736,263.93456207500816,257.97857093876866
199.262054601369,208.180738890592,223.15606903444672,220.75375388037557,205,231.89652243965,241.997807489044,261.0041082061664,258.41676797557693
198.6757737103,214.102214922647,222.4740249588324,220.0427956455917,232,231.349557411853,248.093427952992,261.1148513801258,257.67030541293815
198.067113617339,208.319238047481,221.62173795673345,219.1606873153038,195,230.780111807464,242.483707865646,260.2650624987606,257.6907884394207
197.432133052661,212.19053572858,220.59446306940754,218.10305789343093,171,230.18432207208,246.527388127107,260.4888495214212,255.34917439619323
196.763306213662,204.447113923168,219.3889822918818,216.86707337864476,217,229.554734845152,238.955487795609,257.3335872808183,255.1697737635191
196.049294498596,210.558474824854,218.00360773976666,215.45143511336408,218,228.880075286167,245.237521841779,257.6270388764063,255.1133558523062
195.274955118171,211.596912377888,216.43816948045503,213.8563626812189,189,228.145252687466,246.445796674004,257.6304114160854,252.78031042335104
194.421595853854,201.417831905201,214.6939885163419,212.0835619012046,204,227.331612771539,236.435729777089,253.1241325989271,249.98228740862092
193.467471693429,221.333127816122,212.7738352343941,210.13617827832255,204,226.417432523966,256.519227430144,254.23429577803483,245.92924706251742
192.388505597324,203.743968235757,210.68187417778168,208.0187368333133,182,225.378639919947,239.097469345687,249.9383640531641,244.62481432424417
191.159202952093,217.412628164289,208.42359570175503,205.73706892012487,208,224.189728178739,252.93274183826,246.04262647337927,243.89563169129946
189.753718030396,220.008203966283,206.00573550502475,203.29822708249657,218,222.8248229055,255.694152322656,244.67085061720098,240.74636906800282
188.147021606405,208.369546973894,203.4361829912636,200.71038895842486,203,221.258851261799,244.220562925686,242.69379327367812,237.87552025918825
186.316112272587,209.432324090732,200.7238795834951,197.98275140914842,220,219.468755648465,245.447651098238,239.94018145011458,236.3522010052546
184.241210337033,194.152037910269,197.87870805965005,195.12541598750025,194,217.434690661638,230.33092974155,234.46367783158368,232.40112456185284
181.906872667299,198.598181782359,194.91137435964973,192.14926725342815,196,215.141141518309,234.939902281277,235.13566573310544,227.75933638195582
179.302969541067,195.068283307311,191.83328304128105,189.065845152858,193,212.577904801432,231.572106168807,229.12884924491405,222.45336877053654
176.425470353232,212.667256294221,188.6564077672396,185.88721288562917,214,209.740878139512,249.332464846545,225.93153246364648,223.63167219821537
173.276993639312,177.773339585186,185.39315835041606,182.62582183228324,221,206.632614040533,214.599226578812,221.14893440394943,217.30029439997494
169.867087884636,180.758647393908,182.0562457224025,179.2943749362289,200,203.262604124274,217.744514796867,218.5569563377253,218.13469945969723
166.212222449219,185.096330424348,178.65854632770498,175.90569007371332,172,199.647272890286,222.241489223729,218.64442846592596,212.44152031001565
162.335482002722,189.903379154677,175.2129673854677,172.47256487998138,173,195.809674270011,227.207149164063,214.15627324249115,211.68151945146784
158.265972419515,181.09328822784,171.7323145427337,169.00764457536837,188,191.7788988223,218.554997900453,211.3900027683442,207.3925765574658
154.037960388729,177.243179678016,168.22916325972608,165.52329414492024,189,187.589213793717,214.862165925349,206.89053506328452,203.8732601967085
149.689782314959,188.142095388434,164.71573539078614,162.03147634602013,170,183.278971639383,225.917703404176,204.82725534791035,198.26919853050168
145.262569735466,167.477414886925,161.20378228331194,158.5436368673825,180,178.889334295467,205.408997975967,198.71859847465183,195.1832904877579
140.798847854609,169.055726396678,157.70447562011515,155.07059786261829,170,174.462869903478,207.142645809028,197.1217698024896,192.44905437092265
136.341070404872,147.680466274323,154.2283073701381,151.62246121733824,161,170.042085317379,185.922091043739,191.38083873517087,189.69435228102265
131.930157534275,160.140324019012,150.78499969152375,148.20852237193697,139,165.667961226605,198.536030806187,189.30099397460788,187.08473547850332
127.604103598311,142.380231044659,147.38342608651467,144.8371959861448,147,161.37855690972,180.929403984798,185.60771437720564,183.7245313364968
123.396718575233,139.795869576694,144.0315445302881,141.51595413633683,163,157.207748472487,178.497900131312,182.40933639651635,178.00752870021626
119.336560471908,142.608947951327,140.7363434181138,138.25127785777448,134,153.184158068581,181.463234764143,178.062977252975,177.18417713636134
115.446106852528,146.98859956852,137.50380099960017,135.04862266369759,130,149.330322362207,185.994548325274,179.02411989455643,172.36885985443126
111.741201962265,132.301307797091,134.33885888500532,131.91239858329683,134,145.662136828285,171.458331089171,171.60365628735482,169.29692760268142
108.230802416623,132.96397968852,131.24540990919368,128.84596495278063,146,142.188598980904,172.271496880253,171.76549507179587,167.37184858187138
104.917029765555,138.771819830462,128.22630071632648,125.85164027314039,149,138.911858953488,178.229256929953,168.24321729729522,166.08595160722086
101.795523162599,122.993683781052,125.28334910765588,122.93072711676584,123,135.827570765109,162.600473314443,164.47739580672933,161.70676146638516
98.8560706411844,133.138258950594,122.41737615414684,120.08355202511723,137,132.925522862009,172.893839839624,159.87773981285247,157.44015550808717
96.0834838759166,127.392451152116,119.62825290944716,117.30952016724407,129,130.190512873041,167.296268594889,156.31076492066794,153.11305000222407
93.4586694860127,118.938770284345,116.91496130448013,114.60718427283021,124,127.603419662003,158.990275639177,152.0496256365961,153.35996259760978
90.9598405313677,125.781152456789,114.27566888118733,111.97432742746565,116,125.142416310504,165.979803129045,151.69738811985556,148.6063415847261
88.5638053482428,121.430430339965,111.70781663315927,109.40805892528749,129,122.784261114401,161.775689671787,153.17001356584967,145.43102920162502
86.2472676133113,121.500943217294,109.2082192505818,106.90492240373183,122,120.505600371487,161.992280380123,143.7279941189026,143.3536008068641
83.9880716885432,110.562173016792,106.77317690132512,104.46101531730488,119,118.284216859971,151.199062906594,144.13859379709612,141.04683094761754
81.7663308863977,120.492269139566,104.39859748870336,102.07211861683876,114,116.100161462504,161.274192274674,140.83634249517476,141.93124254526185
