"ARIMA+FOURIER","TBATS","ETS+STL","TEST","ARIMA+FOURIER_UPPER_95%","TBATS_UPPER_95%","ETS+STL_UPPER_95%"
8.82741178880736,8.84590729650346,8.88973671700104,9.044,9.34716643194981,9.3624294726806,9.37954307022425
8.91787137015156,8.86682282915684,8.90062731798406,8.818,9.44255877833107,9.38766852747851,9.39091728392008
8.96037079390838,8.86054629088705,8.82263045294371,8.731,9.48511477408138,9.38139541798001,9.31340573035243
8.94318732962364,8.84498072707956,8.89246398658374,9.249,9.47003898412753,9.36845595310765,9.38372627407424
8.91919657432002,8.84455835619436,8.96643596025473,9.338,9.44796425552893,9.36963135773902,9.45818695626826
8.92707092753218,8.86313539647423,9.1339071308023,8.973,9.45587159664985,9.38988006241997,9.62614853359539
8.96410111230865,8.90289186834563,8.83799884284415,9.255,9.49324201988063,9.43144577779034,9.33073235047177
9.02557013598804,8.95806024134934,8.96321240725565,8.926,9.55522029348238,9.48825208643694,9.45643971755446
9.08581916209996,9.0141374247212,9.06492558649518,9.373,9.61584496703415,9.54579931736785,9.5586483970669
9.11734632661706,9.05585263791766,9.20251788235222,9.119,9.64768366856809,9.5889170175017,9.69673789054709
9.11685736311208,9.07677157147033,9.17744640809948,9.154,9.64756144833692,9.61127104860089,9.67216531099979
9.10974148500717,9.08432151396077,9.06866287191566,9.259,9.64081301267188,9.62034836852631,9.56388236631936
9.12880171712837,9.09603128607595,9.07327887805485,9.045,9.66022584482529,9.63366382288819,9.5690006604593
9.1893282912783,9.12833085375965,9.20189010493385,9.219,9.7211051302114,9.66757553698589,9.69811587151961
9.27756953079625,9.18491274412615,9.32579208828365,9.194,9.80970356413181,9.72570519185272,9.82252353489843
9.3602525995131,9.25278954778825,9.47940273328297,9.199,9.89274228604963,9.79504637481625,9.97664155542558
9.40753110588466,9.30954693665483,9.24582914149943,9.398,9.94037515727272,9.85322257169177,9.7435770343039
9.41220126855313,9.33769857250987,9.38422278250776,9.3,9.94539992359622,9.88280878576617,9.88248144072753
9.3917620001523,9.3366365622992,9.31035235384159,8.84,9.92531527671342,9.88323900165695,9.80912347183379
9.37371846404605,9.3234814674759,9.4632439025905,9.31,9.90762592573569,9.87162829782097,9.9625291743003
9.37619687881455,9.32115991421633,9.3393803488717,9.263,9.91045825606665,9.8708560132544,9.83918146781681
9.39722440533694,9.34090473469351,9.4367727985626,9.472,9.93183952475893,9.89210334879118,9.93709145781783
9.41787728426714,9.37106745173295,9.30833299831557,9.521,9.9528459130615,9.92370484141111,9.80917089049747
9.41469178123237,9.38103526255846,9.5343990217986,9.424,9.95001366701947,9.9350747831362,10.0357578390502
9.37258163887449,9.33958849702223,9.30230037824297,9.267,9.90825655185496,9.89504236597037,9.80418181221869
9.29220813647114,9.23709187502063,9.17516343915781,9.453,9.82823584898052,9.79400793049222,9.67756918100833
9.19072084033825,9.09713274101008,9.15627671552882,9.234,9.72710111863653,9.65555548320051,9.65920845588615
9.09714609037025,8.96862383472704,8.9867795404517,9.005,9.63387870169163,9.52855726362464,9.49023896941433
9.0430791928995,8.90113548442334,8.97197216795704,8.922,9.58016390681868,9.46253699682171,9.47596097507511
9.04936731522743,8.91713189281226,9.1692861781796,8.915,9.58680390127976,9.47994210960653,9.6738060524403
9.11280534495037,8.99779108744233,9.22314112672349,8.917,9.65059357266586,9.56197520604907,9.72819375653641
9.20115326201324,9.09181657521351,9.07435849140887,9.177,9.73929290159115,9.65738698169533,9.57994556459156
9.26417180204337,9.14315660807361,9.27684063916441,8.883,9.80266262423289,9.71016186457335,9.78296384292799
9.2596773796428,9.1219799644173,9.27948712423431,8.977,9.79851915555946,9.69046636330212,9.78614814516913
9.18122263172432,9.04082984314456,9.03846296469419,9.217,9.72041513291566,9.61080183956294,9.54566348875569
9.06801553298736,8.94631640553153,9.09270041273536,9.237,9.60755853147278,9.5177278182879,9.60044212522996
8.98569121350997,8.89106851254316,8.93861845230959,8.988,9.52558448175292,9.46385333202676,9.44690303788064
8.98577302798584,8.90231453629072,9.04253148753737,9.204,9.52601633888455,9.47643332490775,9.5513606301513
9.0689738259399,8.9653887890661,9.08318399929871,9.107,9.60956695283508,9.54085687008705,9.59255938223118
9.17868983623685,9.03157471905496,9.21633176723648,9.268,9.71963255291099,9.60845257551289,9.7262550730587
9.23262771743193,9.0454445826566,9.16838433097332,9.068,9.7739197981051,9.62379274269738,9.6788572415384
9.17410451845399,8.97579610958912,9.15056142698833,9.329,9.71574573778267,9.5556225449907,9.66158562341777
9.0093405053974,8.83282307713993,8.64280767561466,9.287,9.55133063847386,9.41406601826877,9.15438483828493
8.80524708410805,8.66273364805648,8.63286045030394,8.71,9.3475859064587,9.24529925868015,9.14499225883315
