"ARIMA+FOURIER","TBATS","ETS+STL","TEST","ARIMA+FOURIER_UPPER_95%","TBATS_UPPER_95%","ETS+STL_UPPER_95%"
8.10989842347404,7.95196132909772,8.10791818650653,8.379,8.66534860300026,8.46509349733382,8.62245483814055
8.11425455733534,8.05383103310587,8.0170291739446,8.221,8.67154421921002,8.57577270878458,8.53216798807381
8.12908136982142,8.12684967494295,8.19007563971205,8.315,8.686749615614,8.64945263107974,8.70581836160274
8.14992981954833,8.15811837934505,8.31131324462407,7.741,8.70762057953969,8.68199307816025,8.8276616200654
8.17146352509459,8.1299366720233,7.87875069864145,8.355,8.72919583113032,8.65570250520011,8.39570647392926
8.18824561183451,8.06016448848642,8.1034502524138,8.025,8.74620118149708,8.58809427777098,8.6210151743345
8.19540764126697,7.9910310858717,8.2116130485368,7.793,8.75382067701308,8.52096081063629,8.72978886435131
8.18925790442948,7.96318845167583,7.83658157185965,8.043,8.74836126450574,8.49474850102647,8.3553700292875
8.16775102207813,7.99029709131543,7.82895722939213,7.578,8.72775266136778,8.52319284651917,8.34836007659565
8.13075938433319,8.04918307630866,8.27137297790411,8.437,8.69183453216852,8.58332467062557,8.79139196347255
8.08011203569195,8.09143476947556,8.20072977855362,7.955,8.64240310468861,8.62692479749599,8.72136665148739
8.01939596353985,8.06982474949973,8.28943735436292,8.151,8.58301587053161,8.60685491104101,8.81069386405822
7.95354464722484,7.96460192650889,7.84429769647232,8.201,8.51858129451398,8.50330264983299,8.36617559270534
7.88826537496548,7.7952319660408,7.65832815150722,7.832,8.45478618216444,8.33557529229354,8.18082918441889
7.82937685975291,7.6118386354274,7.69287984025376,7.673,8.39743285333025,8.15367399986836,8.21600576033419
7.78213955666172,7.47193145736719,7.60184271021238,7.779,8.35176884621171,8.01510621229186,8.12559526828566
7.75066145102115,7.41533034872772,7.39663395390399,7.94,8.32189208022837,7.95978705708807,7.92101490111291
7.73745194490063,7.4497349641072,7.65603724738921,7.67,8.31030417613433,7.99553229260619,8.18104833518024
7.74317715883797,7.5522589796652,7.56584532323394,7.673,8.31766527534877,8.09951834552202,8.09148830334208
7.76664399795128,7.68334312781884,7.81683341627203,8.201,8.34277770997018,8.23215244975943,8.34311004070588
7.80501106350273,7.80407071213412,7.97159880767529,8.005,8.38279659668555,8.35441336074068,8.49851082870206
7.85419569182217,7.88846961383778,7.7777192077316,7.662,8.43363662497862,8.4402387878588,8.30526837786248
7.90942176771307,7.92734885381165,7.83176943945353,7.744,8.49051967484588,8.48042961395174,8.35995751142885
7.96583563506461,7.9256088249122,8.123294698873,8.103,8.54859057587827,8.47995574425732,8.65212342564754
8.01910960582284,7.89732242740901,8.03957196644679,7.753,8.60352049957187,8.45298301182519,8.56904310117539
8.06595520811694,7.86150805623008,7.970832444585,7.996,8.65202011801972,8.41858338155894,8.50094774060785
8.10448101876568,7.83853442237926,7.90534494408928,8.992,8.69219736807029,8.39709933026434,8.43610615491772
8.13435099772651,7.84551244876122,8.00073546131505,8.031,8.72371573366578,8.40555208259161,8.53214434061718
8.15672590728408,7.89027708278582,8.01894132118017,8.303,8.74773562536891,8.45169509380957,8.55099962276665
8.17399916511636,7.96642153316032,8.2652384593563,8.118,8.76665020328234,8.52911168962792,8.79794793716609
8.18936559285294,8.05347261517591,8.00524538496079,8.19,8.78365410271532,8.61739232458433,8.53860779304724
8.20628344929374,8.12456883401019,8.21703048971428,7.503,8.80220545003308,8.68976522358883,8.75104758223116
8.22790403054637,8.1594108469325,8.22818458093263,8.524,8.82545544962285,8.72598570000935,8.76285811212006
8.25654717886336,8.1558338354988,8.32069183204036,8.337,8.85572388274756,8.72386418736169,8.85602355621107
8.29329475181077,8.1326160062514,8.19228175424496,8.205,8.89409256915004,8.70208573710787,8.72827342577059
8.33775829663621,8.12041669037428,8.21796677620989,8.312,8.94017303569149,8.69122097667345,8.75462014950743
8.38805392479126,8.14487477264303,8.24678932459267,8.103,8.99208138653503,8.71689570534195,8.78410615411074
8.44098973282115,8.21137856520145,8.55350622641603,8.16,9.04662572075088,8.7845678918127,9.09148826662151
8.49244268798049,8.30091560894842,8.58559939615016,8.644,9.099683015446,8.87532885459392,9.12424840151467
8.53787641492024,8.38019836199815,8.37622376555719,8.755,9.14671691057021,8.9559601915621,8.91554149054391
8.57293212980004,8.4204943418527,8.47436018675856,8.234,9.18336864160578,8.99770393218743,9.01434838580901
8.59401460242225,8.41382601920505,8.55403165695094,8.749,9.20604300062585,8.99246328558795,9.09469208447158
8.59879487369191,8.37641205303701,8.39157849696637,8.125,9.21241105294155,8.95633355904836,8.93291290731599
8.5865615770754,8.33701026087705,8.54730552726347,8.997,9.20176145794684,8.9180476031192,9.0893156747397
8.55837183449787,8.31745162168199,8.31012595699112,8.317,9.17515136455274,8.89952885935761,8.85281359581791
8.51697837124471,8.31793020763777,8.51453039979638,8.981,9.13533352573973,8.90112531133188,9.05789728411115
8.46653841399869,8.31690615112091,8.41593812016579,8.288,9.08646519633206,8.90142613945562,8.9599860040065
8.41213836187821,8.28622492023991,8.42903286848009,8.607,9.03363280383862,8.87226656043129,8.97376350577274
8.3591924637278,8.21203224135296,8.19365634469863,8.713,8.98225062559547,8.79957432683362,8.73907148924471
8.31279063549934,8.10777742496471,8.21473745723543,8.722,8.93740860603647,8.69649454186694,8.76083886269942
8.27707788679229,8.01006960970948,8.15710122752875,7.873,8.9032517831513,8.59949520476228,8.70389064742573
8.25474460015275,7.9588293004266,8.03441966816481,8.359,8.88247056772362,8.5486079419953,8.5818988558482
8.24669348378452,7.97340686825873,8.24818100092825,8.058,8.87596769599751,8.56339359276701,8.79635170957739
8.25192707591616,8.03953342895798,8.15729198836632,8.797,8.88274573401208,8.6297701163578,8.70615597097465
8.26767199660616,8.11584355044574,8.33033845413377,8.049,8.90003132938332,8.70659073158115,8.87989746349647
8.28972624537726,8.15685103582775,8.45157605904579,8.099,8.92362250892225,8.74861663501628,9.00183184774803
8.31298754936962,8.13897239852227,8.01901351306317,8.36,8.94841702677702,8.73232894769107,8.56996783346806
8.33209769825104,8.07394126316137,8.24371306683552,8.195,8.96905669933603,8.66920227996602,8.79536767107238
8.34212291773185,8.00128354393917,8.35187586295852,7.711,8.98060777873871,8.59836518141946,8.90423250291111
8.33918554843496,7.96403886269605,7.97684438628136,8.381,8.97919263174362,8.5626265587391,8.52990481357645
8.32096823586101,7.98200570828255,7.96922004381385,8.313,8.96249392969341,8.5818139695187,8.52298600980926
8.28702775356148,8.03833705727123,8.41163579232584,8.162,8.93006847168877,8.63925216017107,8.96610904809932
8.2388794524315,8.08744786280406,8.34099259297534,8.314,8.88343163388324,8.68953575475909,8.89617488931304
8.1798421143548,8.0797486982825,8.42970016878464,8.588,8.82590222313059,8.68317580694912,8.98559325616985
8.11466302142752,7.98916091366337,7.98456051089404,8.153,8.76222754621168,8.5940629812906,8.54116613949578
8.04897050936888,7.8282018627972,7.79859096592894,8.519,8.69803596324848,8.43458132694914,8.35591088559122
7.98862266618423,7.64295009973102,7.83314265467548,7.385,8.63918558637067,8.25068620428354,8.39117861490571
7.93903345656399,7.49157154362416,7.7421055246341,7.81,8.59109040411834,8.10052131129732,8.30085927459262
7.90455981842419,7.41853263225227,7.5368967683257,8.186,8.55810737798638,8.02862681568645,8.0963700568145
7.88802493879234,7.43761615491483,7.79630006181093,7.866,8.54305971831421,8.0488909456042,8.35649463726308
7.89043507919083,7.53063145392754,7.70610813765566,7.532,8.54695370967312,8.14319166439444,8.26702574812441
7.91092230717828,7.6596951663219,7.95709623069375,8.756,8.5689214424115,8.27363164511906,8.51873862384208
7.94691653550637,7.78464894080648,8.11186162209701,7.948,8.60639285181558,8.39996581870808,8.67423054518684
7.99452110352719,7.87668362088339,7.91798202215332,8.316,8.65547129952064,8.49329613911906,8.48107922203514
8.04904050136323,7.92367486629126,7.97203225387525,8.273,8.71146129768479,8.54147610772053,8.53585947697771
8.10559001226777,7.92835761473218,8.26355751329472,8.451,8.76947815135312,8.54729316022415,8.82811650561435
8.15970741980297,7.90351260139577,8.17983478086851,8.367,8.82505966563949,8.52361171452245,8.74512728795931
8.20788768634394,7.86753706814924,8.11109525900672,8.337,8.87470082423429,8.48888699235973,8.67712302597027
8.24797250446834,7.84084771998892,8.045607758511,7.959,8.91624334079755,8.46352580503004,8.6123725299861
8.27934637654762,7.84155351438589,8.14099827573678,7.878,8.94907173855375,8.46556312711192,8.70850179588962
8.30291678474541,7.87959232457018,8.15920413560189,8.066,8.97409352029366,8.5048570571081,8.72744814811609
8.3208846784783,7.95128676442698,8.40550127377802,8.923,8.99350965583851,8.57770785319705,8.97448752184481
8.33633918560884,8.03832982696951,8.14550819938251,7.825,9.01040929323632,8.66585605030429,8.71523842569087
8.3527335409198,8.11413466669216,8.357293304136,8.059,9.02824568723948,8.74279519924921,8.92776925086315
8.37331471917751,8.15623514921661,8.36844739535435,8.761,9.05026583237122,8.78611774934711,8.939670804156
8.40058515213974,8.15869210992481,8.46095464646208,8.275,9.07897217993669,8.78987628324661,9.03292725846299
8.43587044408744,8.13687697046326,8.33254456866668,8.401,9.11569035355785,8.76936584471389,8.90526812445123
8.4790527739803,8.12044621572853,8.35822959063161,8.193,9.16030255133192,8.75415656333933,8.93170583023441
8.52850755159469,8.13724278617762,8.38705213901439,8.827,9.21118420197246,8.77206491370471,8.96128280191098
8.58125377691779,8.19698550690851,8.69376904083775,8.522,9.26535432420632,8.8328612754294,9.26875586593544
8.63329998669954,8.28466371529471,8.72586221057188,9.045,9.31882147332849,8.92162730891866,9.30160693620058
8.68014140149604,8.3682770205096,8.51648657997892,9.076,9.36708088824834,9.00643524274077,9.09299094388213
8.71734335871208,8.416854697621,8.61462300118028,8.679,9.40569792453488,9.0563090034451,9.19188874050607
8.74113403751872,8.41800508281865,8.69429447137266,8.622,9.43090077933707,9.05876056058036,9.27232332266492
8.7489274606431,8.38409119135865,8.53184131138809,8.639,9.44010349317629,9.02603426307723,9.1106350105776
8.73970610074988,8.34298874879632,8.68756834168519,8.537,9.43228855633041,8.98596331702682,9.26712862408083
8.71421008275151,8.31914891698567,8.45038877141284,8.644,9.40819611114661,8.96306581304294,9.03071737169311
8.67490470032113,8.31712926096892,8.6547932142181,8.519,9.37029146855681,8.96203350594904,9.23589186642238
8.62572657286628,8.3185257302303,8.55620093458752,8.415,9.32251126505384,8.96459008089154,9.13807137210762
8.57163756158903,8.29481971543729,8.56929568290181,8.81,9.26981737875405,8.94223797564621,9.15193963847361
8.51804080641735,8.22825188285634,8.33391915912035,8.778,9.217612966331,8.87705230515131,8.9173383648153
8.47013165203,8.1271554311759,8.35500027165715,8.593,9.17109338904275,8.77708850291066,8.93919645887415
8.43226538558418,8.0251141412445,8.29736404195047,8.504,9.13461395046176,8.67576251766751,8.88233894140767
