"ARIMA+FOURIER","TBATS","ETS+STL","TEST","ARIMA+FOURIER_UPPER_95%","TBATS_UPPER_95%","ETS+STL_UPPER_95%"
8.91776640802009,8.94548103254432,8.93190677786851,8.549,9.37717136135099,9.39923368678282,9.35357924575993
9.08890288057396,9.02249431364252,9.02298578274937,9.373,9.54843267672569,9.47779790810639,9.4464957583686
9.14356008843927,9.04511779549077,9.09299095789653,9.518,9.60552598152332,9.50235243272934,9.5183448496019
9.04669833168846,8.94172660345949,8.83460560198732,9.614,9.51108754258233,9.40137829499441,9.26180979106351
8.83182191255843,8.74149793025275,8.57472183736806,8.809,9.29862186116204,9.20377950873649,9.00378267820751
8.62607757463859,8.55844583472971,8.51186169350109,8.875,9.09527587476128,9.0232095698036,8.9427855137856
8.53594598678959,8.48791828884056,8.53545718599349,8.851,9.00753044121924,8.95493107614895,8.96825028687581
8.56331465970798,8.52544919007771,8.63891765460213,9.022,9.03727325545386,8.99464154436698,9.07358631088749
8.63254276509806,8.59239309724433,8.63858738042588,8.442,9.10886366879965,9.06385639667897,9.07513784075343
8.6834960229053,8.63027774204496,8.65482481449526,8.282,9.16216757639975,9.10409212858528,9.09326330151944
8.7210161236557,8.65219506365148,8.77942696996684,8.809,9.20202683969691,9.12831167525755,9.21975968053842
8.77718040695447,8.70029883596255,8.85821098190815,8.915,9.26051896507722,9.17860781089956,9.30044408725515
8.85043507568943,8.77484562980452,8.79865173211331,8.63,9.33609031821222,9.25530647943338,9.24279137802159
8.90333153941792,8.82856237665093,8.85847446114531,8.515,9.39129246757874,9.31122573686565,9.30452676813877
8.91531361911364,8.83013790423519,8.83192548045571,9.26,9.40556938933288,9.31505136971677,9.27989654397622
8.91389161790491,8.80999049666657,8.96767225737324,8.619,9.40643153817022,9.29712021616885,9.41756814796006
8.93943158650821,8.82528053852826,8.95198364982339,9.435,9.43424511287612,9.31454956677837,9.40381041329218
8.98995471441666,8.88710732483572,9.01290874229647,8.61,9.48703144762627,9.37848587152986,9.46667239991778
9.0214398650884,8.9440885058884,8.93181678585704,8.914,9.52076954728247,9.43761340072246,9.3875233345343
9.00718467243548,8.94643251837381,8.94795288703222,9.185,9.50875718398463,9.44213838050335,9.40560829947911
8.98013863658473,8.91155512015475,8.95062247356123,8.92,9.48394399301062,9.40941321588891,9.41023269847851
8.99962619094412,8.90755297094321,8.95467230283824,8.785,9.50565453993764,9.40750009905966,9.41624326508992
9.07915446386046,8.97213045403531,9.07877625811797,9.201,9.58739608239126,9.47414219940274,9.54231385890681
9.1646392867677,9.06567800352437,9.13965783175813,9.261,9.67508457828139,9.56978580643664,9.60516794880045
9.19365981183569,9.11649883307461,9.19939667753292,9.734,9.70629930353546,9.62273161226376,9.66688516523274
9.16729296928043,9.10387086266998,9.12938075955016,8.978,9.68211730948968,9.61220169188311,9.59885344917251
9.1492060368526,9.0793899516878,9.16050970116699,9.6,9.66620599245567,9.58976148376139,9.63197240101053
9.19310310544368,9.10320850119232,9.1861842375718,9.176,9.71226955940162,9.61559930741798,9.65964273314058
9.28358666353263,9.17387707136441,9.18218743837686,9.655,9.80491061247125,9.68831752577357,9.65764749255133
9.35647552911492,9.23425937485092,9.32396509459113,9.731,9.8799480809824,9.75077666822002,9.80143244779827
9.36972231619587,9.24136740948345,9.19157859241206,9.532,9.89533468798743,9.75993443191619,9.67105896279466
9.3418189291679,9.21395131955963,9.15287768742692,9.404,9.86956244471503,9.73451156526315,9.63437677101197
9.32115239964614,9.20533381815404,9.18263656625522,9.749,9.85101848746809,9.72786735893601,9.66616003712146
9.33219334525443,9.24129910455702,9.26548620871178,9.339,9.86417353646969,9.76583870888196,9.75103971915625
9.36130341938287,9.2978544418023,9.26486954067977,9.687,9.89538934567856,9.82442880532712,9.75245872138351
9.38550233636847,9.33560423215326,9.32378821007632,9.686,9.92168572802548,9.86418401255623,9.8134186702691
9.39589365175844,9.33821438902448,9.21929892484635,9.705,9.93416633573052,9.86873884506405,9.71097625247041
9.38755837942471,9.30920376305414,9.29823178026562,9.189,9.92791227746951,9.84165303718701,9.79196154213849
9.34309429011281,9.24569882528094,9.23624381621665,9.438,9.88552141697309,9.7801124822468,9.73203155819295
9.24679750759611,9.13798665759531,8.88751891868541,9.017,9.7912899692295,9.67439913042629,9.38537016581766
9.11751727007089,9.00030051959604,8.89369212449214,8.983,9.66406726192642,9.53867688582843,9.3936123811906
9.0115207076973,8.88501878883977,8.99480221645897,9.215,9.5601205130372,9.42528566124734,9.4967969666504
8.9785647301652,8.84700859332313,8.8940502866964,9.021,9.52920671843041,9.38914360941704,9.39812499398183
9.01647227673387,8.8914992152744,8.94466256110714,8.958,9.56914890195187,9.43555731149149,9.45082266891862
9.07771208378287,8.96780795912615,9.00519527061432,9.137,9.63241588301635,9.51383844636495,9.5134462023706
9.11984017180577,9.0193147381927,8.94333224241324,9.157,9.67656376364084,9.56726884454964,9.4536794016744
9.138280856983,9.03168574395105,9.00721612006146,9.343,9.69701694005571,9.58145414579276,9.5196648906825
9.14583490790915,9.02577679318681,8.98525922066334,9.184,9.70657625946897,9.5773245069487,9.4998149669467
9.13589798710769,9.01415384654185,9.00642450687414,9.388,9.69863746161684,9.56757777978059,9.52309257372114
9.08834419017621,8.9853588600577,9.01708768131384,9.054,9.65307471794367,9.54076171592667,9.53587339437506
9.01513090174099,8.93707053420928,8.98171017697253,8.921,9.58184548759017,9.4943505214724,9.50261884279713
8.97748916947713,8.90521116006946,9.02223728462115,9.281,9.54618089144599,9.46404856461483,9.54527419080507
9.03122250091408,8.93369703811437,8.9557968704429,9.42,9.60188450898681,9.49379973232313,9.480967285776
9.15055634589659,9.00974222806968,9.04687587532377,9.22,9.72318186076585,9.5710744524227,9.57418504993588
9.22579237688563,9.04929839836819,9.11688105047092,9.185,9.80037468874441,9.61212688522561,9.6463342159768
9.15738348390779,8.96966537416004,8.85849569456171,9.395,9.73391595126993,9.53439550653088,9.39009806420491
8.95569359503844,8.7797261305064,8.59861192994245,8.159,9.53416964358701,9.34659038635607,9.13236869873811
8.73828797682791,8.58453701870976,8.53575178607549,8.5,9.3187010982906,9.1534600979507,9.07166813095198
8.62404214983604,8.49103077320902,8.55934727856788,9.079,9.2063859008867,9.06181853707484,9.09742835850746
8.63488092216857,8.51402784109174,8.66280774717653,8.941,9.2191489233542,9.0865965541849,9.20305870335478
8.70265308883194,8.58179418115811,8.66247747300027,8.341,9.28883902352429,9.15620640057532,9.20490342892454
8.75832453389435,8.62589715475169,8.67871490706966,9.122,9.34642214726549,9.20223415543753,9.22332096871635
8.79573170881588,8.64734073742462,8.80331706254123,9.203,9.38573480683701,9.22558441472248,9.35010831849205
8.84721956795281,8.68893022627338,8.88210107448254,9.576,9.43912201641558,9.26899328700243,9.43108259605959
