"ARIMA+FOURIER","TBATS","ETS+STL","TEST","ARIMA+FOURIER_UPPER_95%","TBATS_UPPER_95%","ETS+STL_UPPER_95%"
8.09461587079853,8.01896359352323,8.17493068390329,8.049,8.62849293672821,8.54362011653777,8.73304423436755
8.11124675876677,8.01187435043766,8.14932433906771,8.184,8.65280576184008,8.53915174582551,8.70815396785996
8.19379298987131,8.10485247302845,8.16409534920544,8.223,8.73535331976922,8.63471239697756,8.72371013102838
8.31454327007073,8.25903017319588,8.56279024436492,8.117,8.85795878648441,8.79123302669678,9.12329090575766
8.3747582794337,8.41983176242338,8.50761799717334,8.428,8.92039559191079,8.95405040597534,9.06912767722888
8.41082885685088,8.54265234548439,8.38256210111711,8.729,8.95649122932466,9.07858938159809,8.94521894860762
8.43440471494297,8.60898215767816,8.40084540102684,8.782,8.98048037132568,9.14646356608168,8.96479667978565
8.47519492910313,8.62683185102566,8.75195151091729,8.277,9.02182885698269,9.16586335786221,9.31734894535976
8.53449247492517,8.61882296938178,8.59526133211332,8.713,9.08156626950173,9.1595937562631,9.16225747210455
8.59118336869067,8.60724148874746,8.60376787927569,8.621,9.13861129773032,9.15005847317068,9.17251330147342
8.61743737521545,8.60471610450089,8.60665232854745,8.386,9.16528876603492,9.14987893054467,9.17729352216403
8.60985757910656,8.61358536889326,8.59865876976759,8.865,9.15813066459044,9.16126160934631,9.17133658003815
8.59271098192737,8.63094085908392,8.66239103266196,8.84,9.14139067590919,9.18111959350666,9.23723955634754
8.59860719159679,8.65376494141981,8.90303216093834,8.684,9.14769230627106,9.20631682627046,9.48017800578659
8.64137632478237,8.68049004492096,8.57011691025887,8.699,9.19087266373958,9.23528503296602,9.14967874513098
8.70509492734967,8.70942525410351,8.70214549927174,8.521,9.25500053686799,9.26643185819807,9.28423383410462
8.7575410681553,8.7373037781041,8.82338347412024,8.548,9.30785449335965,9.29662522536325,9.40810061941064
8.77738089899476,8.76061499859333,8.86973080064015,9.19,9.32810229795967,9.32245347425943,9.45717096501077
8.77242861678318,8.77920046030685,8.85550872507905,8.685,9.32355805247719,9.34376250778704,9.44575821696708
8.77410409847917,8.79872057846546,8.83789847552189,8.778,9.32564101884537,9.36611071990148,9.43103598132058
8.81260740177817,8.82868710718248,8.8081863511597,9.004,9.36455146297685,9.39886237969458,9.40428326741952
8.89266670109918,8.87605119689098,8.98364652156827,8.771,9.44501767164854,9.44887107308929,9.58276732327313
8.98863679052304,8.93838051713524,9.14559267120118,8.752,9.54139437838788,9.51370907866735,9.74779530180487
9.06209322806875,9.00211402993846,9.1234904961637,9.172,9.61525710955052,9.57990269117828,9.7288267681151
9.08789301885068,9.04862012386055,8.95663057832696,9.004,9.64146289908817,9.62893321227346,9.56514657531944
9.06938998714898,9.06529867159217,9.1746633981318,8.985,9.62336557465698,9.64827694497207,9.78639987237326
9.03311538581004,9.05457583579551,8.97877938476515,9.056,9.58749638205674,9.640350258053,9.59377214424202
9.00893618187677,9.03387989272448,9.12602834364375,9.093,9.56372228888693,9.62248230003345,9.74430862571569
9.01094583115041,9.02509288086597,8.94480670670048,9.297,9.56613675418194,9.61643066548572,9.56640153545606
9.03122624304453,9.03928646535268,9.09061275915771,9.27,9.58682168746757,9.63320012303366,9.7155452848384
9.04765390093893,9.06673886767226,8.97365227952604,8.939,9.60365357215425,9.6630903504029,9.60194209901572
9.03783895282332,9.07998153034833,9.15134026140794,9.173,9.59424255709972,9.6787143059651,9.78300371932815
8.99025665267557,9.04975587145435,8.90303869955233,9.135,9.54706389708275,9.65090743763652,9.53808916992086
8.90883747307706,8.96496997627002,8.87563262149733,8.844,9.46604806521926,9.56863694388098,9.5140807702259
8.81217388173745,8.84389508565853,8.80875668168957,8.899,9.36978752982621,9.45016194561875,9.45061071043139
8.72888183520563,8.72813467188351,8.61785421424747,8.625,9.28689824811761,9.33701247743559,9.2631200862777
8.68850980793111,8.66127039515213,8.70521696821292,8.582,9.24692869517658,9.27269870949884,9.35389861714107
8.70790675210317,8.66410138569248,8.79841501910482,8.895,9.26672782380918,9.27800630141003,9.45051454129564
8.7780174458355,8.72147601175254,8.84648060078885,9.09,9.33724041275546,9.33782645490382,9.50199843241226
8.86105053429462,8.78958279875728,8.8111792688625,8.653,9.42067510780805,9.40841233038005,9.47011434850954
8.90568346595624,8.82057210325549,8.83633876671486,9.022,9.46570935806291,9.4419719822442,9.49868868451815
8.87648143274659,8.79052223271683,8.82836931873621,9.324,9.43690835606416,9.41460484928406,9.49413045291431
8.78031926415723,8.71387469416149,8.69533443182399,8.759,9.34114693192021,9.34070725582979,9.36450207354521
8.66923068279282,8.63497018326035,8.71483791231577,8.54,9.2304588088502,9.26452183335061,9.38740637974038
8.61195158267732,8.60102848668986,8.57547881711483,8.667,9.17357988149006,9.23318359492068,9.25144155943616
8.64873356705581,8.63233512389246,8.66705400965217,9.06,9.21076175369475,9.26696066529613,9.34640370191356
8.75937891341164,8.70742469174829,8.79447834128231,8.616,9.32180670355543,9.3444337397145,9.47720697070214
8.86924679154686,8.772548141184,8.90834781897639,8.854,9.43207390147975,9.41193924750271,9.59444676346808
8.89325254578943,8.77070918234394,8.71459194110004,9.063,9.45647869239912,9.41260364832181,9.40405204062862
8.79044037194973,8.67406993336449,8.74719290382647,8.989,9.35406527272521,9.31874011826695,9.44000452519897
8.59224302867441,8.50132680964428,8.243050951649,8.411,9.15626640170389,9.14916614307313,8.93920404729361
8.38445862094223,8.31027540830068,8.26731044619697,8.335,8.94888018491098,8.96168923058541,8.96679460744419
8.25492951933211,8.17003146145417,8.28114335609656,8.645,8.81974899352038,8.82529744098342,8.98394786143642
8.24264213132148,8.12848454957866,8.24628967415894,8.793,8.80785923560239,8.78765373110738,8.95240353291252
8.32190242154444,8.19211833125827,8.25261846057434,8.551,8.88751687638189,8.85499290352433,8.96203045238133
8.42914036778372,8.32730958681133,8.64360614871938,8.106,8.99515189423035,8.99349499471271,9.35630485921224
8.50960330970152,8.48012550977414,8.58139771747046,8.454,9.07601162939662,9.14913347361434,9.29737157047441
8.54928061944107,8.60242892603693,8.44991823813746,8.619,9.11608545460853,9.27379697033678,9.169155524708
8.57175795194666,8.67043071731171,8.46233721986314,8.421,9.13895902539292,9.34382533146961,9.1848261244457
8.607886983344,8.68792187473327,8.80808958461136,9.02,9.17548401845603,9.36320246980135,9.53381820858422
8.66576951151194,8.67596605119197,8.64651178099777,8.596,9.23376223225521,9.35319264691901,9.37546816383643
8.72510157180321,8.6577503916929,8.65055624122004,8.666,9.29348970271969,9.33712312667759,9.38272837950093
8.75782450081887,8.64783617319841,8.6493670922439,8.284,9.326607767025,9.3295781088118,9.38474295668583
8.75518297845293,8.65004964873205,8.63765460039344,8.458,9.32436110563764,9.33428481723412,9.37622215111838
8.73727367543024,8.66191093386412,8.69799171670195,8.64,9.30684638985297,9.34860797690366,9.43973891688029
8.73718943350461,8.68012826991985,8.93553329461789,8.737,9.30715646199332,9.36914140246176,9.68044812264844
8.77371802287957,8.70288388620406,8.59978835391059,8.358,9.3440790928288,9.39405420053872,9.34785881427301
8.83593216477343,8.72862144202245,8.72923361801424,8.834,9.40668700414232,9.42186931529257,9.48044775091809
8.89262289010882,8.75431220055655,8.84811318345358,8.894,9.46377122741918,9.44967582296857,9.60245907339807
8.9186261534772,8.77622068618823,8.89230743394293,8.992,9.49016771781156,9.47383251799912,9.64977321729039
8.91621885119345,8.79329052771275,8.87611973851304,9.299,9.48815337219314,9.49330408198059,9.6366936101702
8.91407733254775,8.81010633845961,8.85671500450028,8.516,9.48640454041099,9.51260828458699,9.62038522379274
8.94471569267776,8.83584252412625,8.82536463130242,8.529,9.51743531815772,9.54080617993987,9.59211952712006
9.01848292887907,8.87844845342844,8.99932918594281,8.88,9.59159470328202,9.58576195566344,9.76915716122614
9.11441046274996,8.93748394047254,9.15990993461993,8.833,9.68791411793332,9.64702576683304,9.93279947025239
9.19442051064574,9.00113479946679,9.13656123637126,9.476,9.76831577901624,9.71283975105056,9.91250089453448
9.22935538818218,9.05091145257986,8.96856332305454,9.05,9.80364200269399,9.76479547158221,9.74754175010028
9.21727145548338,9.0722942588175,9.1855572262144,8.763,9.7919491496362,9.78843566870875,9.9675631551006
9.18177761114283,9.06469398725479,8.98872474880357,9.177,9.7568461189801,9.78317822034382,9.77374700113809
9.1537768501659,9.0433563884561,9.13510782104203,9.563,9.7292359062729,9.7642108302102,9.92313530877363
9.15109276712898,9.03046483985084,8.95309568531478,9.303,9.72694210663103,9.75363100484195,9.74411741210678
9.16949958398112,9.04003032682503,9.09818006324961,9.381,9.74573894254172,9.76539438007311,9.89218512556926
9.1884298809041,9.06624125531792,8.98056074121762,9.325,9.76505899472312,9.79369060379806,9.77753832916972
